OrderID,CustomerID,ProductID,TerritoryID,OrderDate,Quantity,UnitPrice,SalesAmount
ORD000844,CUST0151,P015,T003,2023-10-08,4,32000,128000
ORD000845,CUST0359,P029,T005,2023-05-22,4,65000,260000
ORD000846,CUST0365,P024,T004,2024-12-19,5,32000,160000
ORD000847,CUST0366,P010,T006,2023-07-25,2,65000,130000
ORD000848,CUST0333,P006,T006,2024-11-19,2,85000,170000
ORD000849,CUST0288,P016,T007,2024-12-28,1,32000,32000
ORD000850,CUST0450,P028,T007,2024-11-21,5,32000,160000
ORD000851,CUST0013,P013,T003,2023-01-14,5,1200,6000
ORD000852,CUST0137,P025,T003,2023-02-24,1,7500,7500
ORD000853,CUST0430,P002,T005,2023-10-21,3,7500,22500
ORD000854,CUST0184,P027,T008,2023-07-28,5,1200,6000
ORD000855,CUST0379,P018,T004,2023-04-15,5,85000,425000
ORD000856,CUST0122,P017,T005,2025-01-30,5,45000,225000
ORD000857,CUST0199,P014,T006,2024-12-10,1,45000,45000
ORD000858,CUST0381,P009,T004,2024-07-19,1,1200,1200
ORD000859,CUST0325,P023,T006,2024-09-27,4,7500,30000
ORD000860,CUST0379,P020,T004,2025-02-12,5,65000,325000
ORD000861,CUST0230,P006,T002,2025-03-05,2,32000,64000
ORD000862,CUST0264,P004,T007,2023-07-11,2,85000,170000
ORD000863,CUST0285,P009,T003,2023-02-11,4,32000,128000
ORD000864,CUST0003,P011,T008,2023-06-14,5,32000,160000
ORD000865,CUST0079,P030,T006,2024-12-27,2,1200,2400
ORD000866,CUST0316,P027,T005,2024-09-03,1,85000,85000
ORD000867,CUST0184,P003,T006,2024-05-17,5,65000,325000
ORD000868,CUST0267,P003,T003,2024-06-22,2,7500,15000
ORD000869,CUST0207,P003,T006,2024-03-01,5,65000,325000
ORD000870,CUST0170,P011,T006,2023-08-15,2,85000,170000
ORD000871,CUST0272,P016,T001,2023-10-28,2,65000,130000
ORD000872,CUST0124,P029,T004,2023-04-28,3,45000,135000
ORD000873,CUST0408,P004,T007,2023-02-10,3,45000,135000
ORD000874,CUST0145,P001,T006,2023-09-20,5,85000,425000
ORD000875,CUST0250,P002,T005,2024-06-10,5,45000,225000
ORD000876,CUST0264,P003,T002,2024-10-29,2,32000,64000
ORD000877,CUST0004,P021,T002,2023-06-21,5,65000,325000
ORD000878,CUST0218,P027,T002,2023-08-04,2,85000,170000
ORD000879,CUST0450,P024,T007,2023-07-30,5,85000,425000
ORD000880,CUST0352,P005,T001,2024-10-24,1,85000,85000
ORD000881,CUST0045,P003,T001,2024-04-15,3,1200,3600
ORD000882,CUST0037,P019,T004,2023-07-02,3,65000,195000
ORD000883,CUST0231,P021,T007,2023-09-22,4,45000,180000
ORD000884,CUST0200,P022,T002,2024-03-19,3,1200,3600
ORD000885,CUST0369,P020,T002,2024-07-01,1,85000,85000
ORD000886,CUST0359,P028,T002,2025-02-13,5,1200,6000
ORD000887,CUST0149,P026,T005,2024-01-02,5,1200,6000
ORD000888,CUST0392,P030,T008,2024-09-13,1,32000,32000
ORD000889,CUST0016,P016,T003,2024-01-26,4,85000,340000
ORD000890,CUST0383,P013,T005,2024-06-30,2,7500,15000
ORD000891,CUST0347,P029,T006,2024-10-11,2,32000,64000
ORD000892,CUST0073,P004,T001,2023-01-12,5,65000,325000
ORD000893,CUST0202,P018,T002,2023-01-06,5,65000,325000
ORD000894,CUST0380,P029,T006,2023-11-09,2,85000,170000
ORD000895,CUST0436,P017,T003,2023-08-05,4,85000,340000
ORD000896,CUST0316,P027,T005,2023-06-14,2,7500,15000
ORD000897,CUST0344,P026,T001,2023-07-18,1,7500,7500
ORD000898,CUST0331,P018,T002,2025-02-08,5,45000,225000
ORD000899,CUST0051,P007,T008,2023-10-25,1,32000,32000
ORD000900,CUST0344,P021,T004,2023-12-05,3,7500,22500
ORD000901,CUST0036,P029,T004,2023-04-13,3,65000,195000
ORD000902,CUST0169,P020,T005,2023-11-22,4,45000,180000
ORD000903,CUST0290,P019,T006,2024-12-11,5,7500,37500
ORD000904,CUST0003,P011,T004,2023-11-20,4,7500,30000
ORD000905,CUST0431,P012,T003,2023-08-15,4,32000,128000
ORD000906,CUST0237,P015,T006,2024-11-26,3,45000,135000
ORD000907,CUST0283,P004,T003,2025-03-04,3,45000,135000
ORD000908,CUST0431,P009,T003,2024-10-23,5,1200,6000
ORD000909,CUST0376,P029,T002,2024-07-05,2,32000,64000
ORD000910,CUST0435,P017,T001,2025-01-14,1,1200,1200
ORD000911,CUST0394,P019,T004,2024-08-18,5,45000,225000
ORD000912,CUST0279,P029,T008,2023-02-07,5,32000,160000
ORD000913,CUST0201,P008,T005,2024-10-31,2,32000,64000
ORD000914,CUST0262,P003,T007,2023-05-18,4,65000,260000
ORD000915,CUST0340,P008,T003,2024-01-08,5,1200,6000
ORD000916,CUST0229,P006,T003,2025-02-14,5,7500,37500
ORD000917,CUST0447,P005,T008,2024-08-02,5,85000,425000
ORD000918,CUST0390,P016,T004,2024-01-03,1,7500,7500
ORD000919,CUST0120,P002,T004,2023-03-06,3,32000,96000
ORD000920,CUST0241,P030,T008,2024-06-14,3,45000,135000
ORD000921,CUST0166,P004,T005,2023-02-17,1,85000,85000
ORD000922,CUST0279,P019,T003,2025-01-29,3,65000,195000
ORD000923,CUST0301,P021,T002,2024-01-21,4,32000,128000
ORD000924,CUST0115,P017,T007,2024-06-13,3,45000,135000
ORD000925,CUST0406,P016,T001,2023-12-28,3,45000,135000
ORD000926,CUST0085,P008,T002,2024-05-28,2,45000,90000
ORD000927,CUST0077,P006,T003,2024-06-10,3,7500,22500
ORD000928,CUST0419,P004,T004,2024-01-06,5,85000,425000
ORD000929,CUST0059,P016,T008,2024-02-29,3,85000,255000
ORD000930,CUST0083,P021,T007,2024-05-05,2,65000,130000
ORD000931,CUST0066,P019,T003,2023-01-23,2,1200,2400
ORD000932,CUST0294,P005,T001,2023-05-18,5,1200,6000
ORD000933,CUST0265,P013,T001,2023-06-20,3,7500,22500
ORD000934,CUST0111,P015,T008,2025-01-06,3,1200,3600
ORD000935,CUST0426,P014,T003,2024-05-08,2,7500,15000
ORD000936,CUST0338,P017,T005,2024-08-19,2,65000,130000
ORD000937,CUST0306,P019,T002,2023-06-21,3,45000,135000
ORD000938,CUST0068,P004,T001,2023-08-24,4,45000,180000
ORD000939,CUST0351,P014,T003,2023-07-27,5,65000,325000
ORD000940,CUST0244,P029,T001,2024-09-12,1,7500,7500
ORD000941,CUST0048,P016,T003,2024-06-28,5,1200,6000
ORD000942,CUST0397,P022,T007,2024-09-09,5,1200,6000
ORD000943,CUST0448,P002,T007,2024-06-18,4,32000,128000
ORD000944,CUST0180,P019,T002,2023-08-23,4,45000,180000
ORD000945,CUST0245,P025,T004,2024-03-11,2,32000,64000
ORD000946,CUST0449,P018,T007,2023-03-27,3,65000,195000
ORD000947,CUST0364,P024,T001,2023-09-21,2,1200,2400
ORD000948,CUST0267,P001,T007,2024-08-14,5,1200,6000
ORD000949,CUST0412,P011,T007,2024-11-01,2,85000,170000
ORD000950,CUST0219,P021,T005,2024-01-06,1,7500,7500
ORD000951,CUST0290,P012,T005,2023-09-25,5,45000,225000
ORD000952,CUST0212,P018,T008,2024-11-27,4,7500,30000
ORD000953,CUST0285,P016,T005,2023-07-03,3,65000,195000
ORD000954,CUST0397,P023,T007,2023-11-11,5,32000,160000
ORD000955,CUST0061,P024,T004,2025-01-23,2,85000,170000
ORD000956,CUST0110,P017,T007,2024-04-02,2,1200,2400
ORD000957,CUST0357,P022,T001,2023-12-13,5,65000,325000
ORD000958,CUST0003,P026,T002,2023-06-14,4,85000,340000
ORD000959,CUST0223,P003,T002,2023-05-29,4,65000,260000
ORD000960,CUST0041,P020,T001,2023-09-27,2,32000,64000
ORD000961,CUST0315,P021,T005,2025-01-11,4,45000,180000
ORD000962,CUST0397,P027,T003,2024-12-29,5,1200,6000
ORD000963,CUST0006,P007,T005,2024-10-17,4,45000,180000
ORD000964,CUST0262,P017,T004,2023-07-19,1,65000,65000
ORD000965,CUST0019,P012,T004,2024-09-21,2,85000,170000
ORD000966,CUST0045,P009,T007,2024-11-01,1,7500,7500
ORD000967,CUST0301,P007,T001,2023-12-28,4,45000,180000
ORD000968,CUST0282,P010,T006,2025-01-24,1,1200,1200
ORD000969,CUST0311,P007,T008,2023-12-22,3,7500,22500
ORD000970,CUST0134,P006,T007,2024-02-18,5,1200,6000
ORD000971,CUST0038,P017,T005,2024-06-02,1,65000,65000
ORD000972,CUST0132,P029,T005,2023-12-15,1,65000,65000
ORD000973,CUST0289,P016,T004,2024-12-11,4,45000,180000
ORD000974,CUST0349,P015,T001,2025-02-14,3,45000,135000
ORD000975,CUST0035,P013,T004,2024-05-08,1,32000,32000
ORD000976,CUST0212,P012,T001,2024-11-24,2,32000,64000
ORD000977,CUST0148,P003,T007,2024-12-18,3,7500,22500
ORD000978,CUST0284,P030,T003,2024-11-20,3,1200,3600
ORD000979,CUST0112,P029,T005,2024-05-02,3,32000,96000
ORD000980,CUST0378,P007,T004,2023-07-07,2,45000,90000
ORD000981,CUST0106,P008,T004,2025-01-23,2,32000,64000
ORD000982,CUST0080,P025,T002,2023-09-13,5,32000,160000
ORD000983,CUST0340,P016,T001,2023-05-03,1,85000,85000
ORD000984,CUST0435,P016,T006,2025-02-21,5,1200,6000
ORD000985,CUST0295,P028,T005,2024-09-27,3,45000,135000
ORD000986,CUST0144,P013,T004,2024-05-17,2,65000,130000
ORD000987,CUST0028,P017,T007,2025-02-07,5,7500,37500
ORD000988,CUST0258,P012,T007,2024-05-04,5,1200,6000
ORD000989,CUST0062,P023,T008,2024-12-03,2,45000,90000
ORD000990,CUST0346,P007,T007,2023-11-20,1,1200,1200
ORD000991,CUST0186,P020,T005,2024-08-17,1,32000,32000
ORD000992,CUST0122,P009,T008,2023-07-11,5,32000,160000
ORD000993,CUST0095,P016,T007,2024-09-19,3,32000,96000
ORD000994,CUST0386,P012,T006,2023-08-04,4,85000,340000
ORD000995,CUST0093,P019,T003,2024-02-15,3,45000,135000
ORD000996,CUST0370,P009,T004,2024-08-12,2,1200,2400
ORD000997,CUST0101,P005,T003,2024-07-22,4,45000,180000
ORD000998,CUST0216,P016,T003,2024-04-29,1,7500,7500
ORD000999,CUST0369,P011,T008,2024-10-07,5,65000,325000
ORD001000,CUST0440,P019,T001,2023-11-04,3,65000,195000
ORD001001,CUST0084,P002,T004,2024-02-12,1,85000,85000
ORD001002,CUST0050,P015,T006,2023-09-18,4,85000,340000
ORD001003,CUST0287,P018,T005,2023-09-24,3,32000,96000
ORD001004,CUST0063,P012,T004,2023-12-19,1,45000,45000
ORD001005,CUST0333,P018,T003,2024-08-13,5,85000,425000
ORD001006,CUST0167,P022,T008,2025-03-10,3,32000,96000
ORD001007,CUST0196,P020,T005,2025-03-04,4,1200,4800
ORD001008,CUST0328,P026,T006,2024-04-19,2,7500,15000
ORD001009,CUST0208,P028,T002,2024-03-07,5,65000,325000
ORD001010,CUST0117,P011,T006,2023-03-23,2,32000,64000
ORD001011,CUST0137,P020,T007,2024-10-30,3,85000,255000
ORD001012,CUST0383,P019,T008,2023-10-05,4,32000,128000
ORD001013,CUST0438,P001,T003,2024-02-28,2,7500,15000
ORD001014,CUST0129,P024,T002,2025-01-15,2,85000,170000
ORD001015,CUST0053,P004,T002,2023-08-04,2,45000,90000
ORD001016,CUST0014,P025,T007,2024-04-29,5,1200,6000
ORD001017,CUST0135,P020,T003,2024-06-20,1,1200,1200
ORD001018,CUST0118,P008,T005,2023-03-28,4,32000,128000
ORD001019,CUST0270,P027,T003,2024-03-29,2,7500,15000
ORD001020,CUST0183,P028,T006,2023-01-30,1,85000,85000
ORD001021,CUST0140,P018,T008,2024-05-02,4,65000,260000
ORD001022,CUST0303,P020,T008,2023-05-19,5,7500,37500
ORD001023,CUST0269,P021,T005,2024-10-08,5,45000,225000
ORD001024,CUST0117,P026,T002,2023-12-22,4,65000,260000
ORD001025,CUST0212,P009,T003,2024-03-28,3,32000,96000
ORD001026,CUST0268,P027,T003,2023-11-07,1,1200,1200
ORD001027,CUST0274,P001,T008,2023-12-19,3,45000,135000
ORD001028,CUST0005,P025,T007,2025-02-12,4,32000,128000
ORD001029,CUST0408,P001,T006,2023-10-27,5,7500,37500
ORD001030,CUST0224,P013,T004,2023-07-13,4,65000,260000
ORD001031,CUST0113,P009,T002,2023-06-17,4,45000,180000
ORD001032,CUST0392,P026,T005,2024-03-08,2,65000,130000
ORD001033,CUST0212,P007,T002,2023-10-19,5,32000,160000
ORD001034,CUST0057,P021,T008,2023-07-06,2,32000,64000
ORD001035,CUST0359,P020,T008,2024-09-24,4,32000,128000
ORD001036,CUST0078,P002,T001,2023-07-12,3,1200,3600
ORD001037,CUST0138,P005,T008,2023-07-10,1,32000,32000
ORD001038,CUST0047,P005,T001,2025-01-14,1,7500,7500
ORD001039,CUST0216,P010,T008,2024-05-20,2,32000,64000
ORD001040,CUST0406,P002,T006,2024-01-16,4,85000,340000
ORD001041,CUST0137,P025,T007,2023-03-24,2,1200,2400
ORD001042,CUST0093,P007,T005,2023-03-15,5,45000,225000
ORD001043,CUST0394,P023,T004,2024-01-26,1,1200,1200
ORD001044,CUST0378,P002,T004,2024-01-30,4,7500,30000
ORD001045,CUST0341,P007,T008,2024-04-16,1,65000,65000
ORD001046,CUST0082,P021,T001,2024-02-03,3,32000,96000
ORD001047,CUST0063,P009,T008,2025-02-01,5,65000,325000
ORD001048,CUST0185,P029,T001,2024-10-15,3,7500,22500
ORD001049,CUST0121,P021,T007,2024-11-13,2,1200,2400
ORD001050,CUST0407,P009,T002,2023-11-29,1,7500,7500
ORD001051,CUST0022,P019,T008,2024-02-10,2,1200,2400
ORD001052,CUST0191,P025,T002,2024-12-05,5,7500,37500
ORD001053,CUST0047,P022,T006,2023-09-12,2,45000,90000
ORD001054,CUST0183,P021,T003,2025-02-16,1,1200,1200
ORD001055,CUST0065,P016,T004,2024-12-19,5,1200,6000
ORD001056,CUST0388,P012,T008,2023-11-21,5,85000,425000
ORD001057,CUST0353,P013,T006,2025-01-20,2,1200,2400
ORD001058,CUST0021,P016,T008,2025-01-11,2,32000,64000
ORD001059,CUST0357,P016,T004,2024-07-26,3,65000,195000
ORD001060,CUST0179,P011,T008,2024-08-03,2,65000,130000
ORD001061,CUST0083,P003,T003,2023-10-09,5,65000,325000
ORD001062,CUST0278,P012,T008,2024-04-05,3,32000,96000
ORD001063,CUST0376,P006,T001,2023-01-01,5,45000,225000
ORD001064,CUST0123,P011,T002,2024-09-26,3,65000,195000
ORD001065,CUST0098,P017,T008,2024-11-05,5,45000,225000
ORD001066,CUST0314,P010,T006,2025-02-23,5,7500,37500
ORD001067,CUST0050,P017,T002,2024-02-24,3,1200,3600
ORD001068,CUST0448,P002,T004,2023-02-14,2,7500,15000
ORD001069,CUST0051,P002,T007,2023-04-20,4,7500,30000
ORD001070,CUST0320,P023,T005,2024-11-04,4,65000,260000
ORD001071,CUST0311,P023,T002,2023-02-20,3,7500,22500
ORD001072,CUST0252,P030,T002,2023-01-14,2,85000,170000
ORD001073,CUST0286,P024,T007,2024-04-24,1,32000,32000
ORD001074,CUST0137,P017,T001,2024-01-13,1,65000,65000
ORD001075,CUST0040,P007,T002,2025-01-21,1,32000,32000
ORD001076,CUST0198,P007,T004,2023-04-14,2,65000,130000
ORD001077,CUST0321,P006,T007,2024-06-22,2,65000,130000
ORD001078,CUST0296,P012,T008,2025-02-03,1,85000,85000
ORD001079,CUST0086,P026,T003,2024-12-20,4,1200,4800
ORD001080,CUST0173,P022,T003,2024-07-17,4,65000,260000
ORD001081,CUST0181,P029,T006,2024-06-30,5,45000,225000
ORD001082,CUST0212,P025,T007,2024-07-17,3,32000,96000
ORD001083,CUST0124,P019,T004,2025-01-13,3,65000,195000
ORD001084,CUST0131,P012,T008,2024-01-20,5,85000,425000
ORD001085,CUST0372,P002,T005,2024-04-03,4,1200,4800
ORD001086,CUST0070,P029,T005,2024-09-02,1,65000,65000
ORD001087,CUST0110,P028,T006,2023-01-07,3,7500,22500
ORD001088,CUST0262,P018,T003,2023-01-23,3,65000,195000
ORD001089,CUST0183,P005,T003,2023-04-07,1,45000,45000
ORD001090,CUST0128,P008,T005,2023-09-29,3,65000,195000
ORD001091,CUST0205,P019,T004,2023-11-04,1,65000,65000
ORD001092,CUST0167,P026,T008,2025-01-21,1,85000,85000
ORD001093,CUST0360,P019,T002,2023-06-27,4,85000,340000
ORD001094,CUST0375,P026,T007,2024-09-01,3,1200,3600
ORD001095,CUST0179,P029,T007,2023-03-22,1,32000,32000
ORD001096,CUST0383,P021,T001,2024-03-02,1,7500,7500
ORD001097,CUST0157,P017,T001,2024-10-11,4,1200,4800
ORD001098,CUST0077,P011,T004,2023-11-23,5,65000,325000
ORD001099,CUST0375,P013,T008,2023-06-06,1,85000,85000
ORD001100,CUST0259,P003,T004,2025-02-09,5,65000,325000
ORD001101,CUST0076,P005,T006,2024-03-18,3,45000,135000
ORD001102,CUST0382,P002,T007,2023-03-26,4,65000,260000
ORD001103,CUST0257,P014,T003,2023-09-26,1,45000,45000
ORD001104,CUST0287,P007,T008,2025-02-19,2,45000,90000
ORD001105,CUST0288,P020,T004,2024-02-09,5,7500,37500
ORD001106,CUST0398,P014,T006,2023-09-06,1,32000,32000
ORD001107,CUST0058,P022,T007,2024-12-02,5,1200,6000
ORD001108,CUST0098,P011,T006,2024-03-09,3,32000,96000
ORD001109,CUST0087,P012,T008,2024-08-31,1,32000,32000
ORD001110,CUST0023,P030,T004,2024-09-30,2,45000,90000
ORD001111,CUST0388,P024,T002,2023-07-24,3,7500,22500
ORD001112,CUST0318,P030,T003,2023-04-26,1,7500,7500
ORD001113,CUST0356,P026,T002,2023-10-22,1,32000,32000
ORD001114,CUST0012,P011,T004,2023-11-09,4,45000,180000
ORD001115,CUST0105,P018,T005,2025-01-27,5,7500,37500
ORD001116,CUST0374,P005,T001,2024-07-15,4,65000,260000
ORD001117,CUST0270,P002,T005,2024-01-21,5,85000,425000
ORD001118,CUST0103,P026,T005,2023-06-24,1,32000,32000
ORD001119,CUST0005,P003,T007,2023-02-24,4,85000,340000
ORD001120,CUST0437,P030,T006,2024-11-07,3,85000,255000
ORD001121,CUST0445,P029,T007,2023-04-21,1,32000,32000
ORD001122,CUST0364,P004,T006,2023-08-25,4,65000,260000
ORD001123,CUST0046,P006,T004,2024-05-11,5,65000,325000
ORD001124,CUST0365,P001,T001,2024-05-27,4,65000,260000
ORD001125,CUST0171,P016,T007,2023-09-11,5,32000,160000
ORD001126,CUST0178,P022,T006,2025-02-01,2,1200,2400
ORD001127,CUST0257,P009,T001,2023-12-30,3,7500,22500
ORD001128,CUST0418,P001,T005,2024-10-02,3,45000,135000
ORD001129,CUST0202,P022,T003,2023-08-19,2,32000,64000
ORD001130,CUST0348,P020,T004,2023-03-31,4,65000,260000
ORD001131,CUST0079,P014,T005,2024-03-03,2,65000,130000
ORD001132,CUST0278,P005,T004,2024-09-11,3,45000,135000
ORD001133,CUST0278,P022,T004,2024-10-30,2,65000,130000
ORD001134,CUST0362,P029,T003,2023-05-22,3,85000,255000
ORD001135,CUST0290,P030,T003,2024-03-16,2,85000,170000
ORD001136,CUST0273,P024,T002,2023-11-22,1,65000,65000
ORD001137,CUST0373,P001,T006,2023-07-08,3,7500,22500
ORD001138,CUST0227,P024,T005,2024-02-28,4,32000,128000
ORD001139,CUST0068,P006,T001,2023-06-05,2,1200,2400
ORD001140,CUST0137,P020,T004,2025-02-19,5,65000,325000
ORD001141,CUST0352,P001,T006,2024-09-02,2,7500,15000
ORD001142,CUST0258,P028,T008,2023-03-23,4,7500,30000
ORD001143,CUST0437,P013,T008,2024-12-30,3,7500,22500
ORD001144,CUST0099,P008,T001,2024-04-30,2,7500,15000
ORD001145,CUST0212,P008,T004,2024-02-23,1,32000,32000
ORD001146,CUST0091,P030,T008,2025-02-14,2,1200,2400
ORD001147,CUST0167,P028,T008,2024-09-23,4,85000,340000
ORD001148,CUST0398,P002,T007,2023-09-10,4,45000,180000
ORD001149,CUST0314,P024,T001,2025-01-07,3,45000,135000
ORD001150,CUST0234,P027,T001,2024-06-17,1,45000,45000
ORD001151,CUST0203,P024,T001,2023-09-09,5,65000,325000
ORD001152,CUST0392,P021,T001,2024-07-25,4,65000,260000
ORD001153,CUST0204,P029,T005,2023-07-14,3,45000,135000
ORD001154,CUST0086,P014,T005,2025-03-03,3,45000,135000
ORD001155,CUST0265,P029,T003,2024-09-19,1,85000,85000
ORD001156,CUST0370,P017,T002,2024-04-19,4,1200,4800
ORD001157,CUST0280,P005,T007,2023-07-04,5,85000,425000
ORD001158,CUST0013,P006,T008,2024-02-28,3,45000,135000
ORD001159,CUST0047,P009,T006,2024-08-27,2,45000,90000
ORD001160,CUST0376,P004,T002,2024-12-09,2,85000,170000
ORD001161,CUST0186,P003,T007,2023-04-27,4,85000,340000
ORD001162,CUST0082,P013,T007,2025-01-14,5,65000,325000
ORD001163,CUST0290,P028,T003,2023-02-14,2,32000,64000
ORD001164,CUST0394,P023,T001,2023-06-16,2,7500,15000
ORD001165,CUST0374,P025,T008,2024-03-05,3,32000,96000
ORD001166,CUST0068,P007,T001,2023-10-23,2,1200,2400
ORD001167,CUST0235,P016,T008,2024-09-29,3,1200,3600
ORD001168,CUST0253,P008,T004,2024-07-10,1,65000,65000
ORD001169,CUST0210,P015,T002,2024-08-25,4,45000,180000
ORD001170,CUST0126,P029,T005,2024-09-07,5,1200,6000
ORD001171,CUST0026,P006,T003,2024-09-26,5,7500,37500
ORD001172,CUST0075,P028,T001,2023-02-26,3,1200,3600
ORD001173,CUST0153,P011,T002,2024-11-14,5,65000,325000
ORD001174,CUST0092,P006,T005,2023-02-20,1,45000,45000
ORD001175,CUST0404,P018,T003,2024-09-17,5,65000,325000
ORD001176,CUST0019,P003,T005,2024-04-11,5,32000,160000
ORD001177,CUST0420,P003,T007,2023-11-27,3,45000,135000
ORD001178,CUST0242,P005,T002,2024-07-17,1,32000,32000
ORD001179,CUST0270,P014,T004,2024-12-12,3,32000,96000
ORD001180,CUST0030,P004,T002,2024-12-13,2,65000,130000
ORD001181,CUST0148,P014,T006,2024-05-10,5,85000,425000
ORD001182,CUST0320,P012,T003,2023-09-23,5,65000,325000
ORD001183,CUST0267,P024,T008,2024-09-21,5,45000,225000
ORD001184,CUST0120,P023,T005,2024-05-19,2,65000,130000
ORD001185,CUST0013,P015,T002,2023-07-18,1,1200,1200
ORD001186,CUST0213,P014,T001,2025-01-25,2,65000,130000
ORD001187,CUST0413,P021,T004,2023-12-08,3,65000,195000
ORD001188,CUST0145,P009,T002,2023-01-12,2,85000,170000
ORD001189,CUST0282,P011,T001,2023-11-12,3,65000,195000
ORD001190,CUST0203,P024,T001,2023-04-27,3,32000,96000
ORD001191,CUST0427,P011,T008,2023-06-29,2,32000,64000
ORD001192,CUST0070,P016,T003,2024-04-30,1,85000,85000
ORD001193,CUST0172,P015,T007,2024-10-04,4,65000,260000
ORD001194,CUST0154,P019,T006,2025-01-30,1,65000,65000
ORD001195,CUST0107,P019,T006,2024-07-22,5,1200,6000
ORD001196,CUST0144,P027,T001,2023-12-29,1,7500,7500
ORD001197,CUST0274,P027,T003,2023-12-14,4,85000,340000
ORD001198,CUST0096,P020,T002,2024-08-07,5,45000,225000
ORD001199,CUST0440,P011,T001,2025-02-08,3,85000,255000
ORD001200,CUST0255,P029,T004,2023-10-06,4,1200,4800
